user_id,item_id,rating,category
1,6,4.57,AREA_FAUNISTICA
1,13,4.6,MUSEO
1,11,4.5,CENTRO_VISITA
1,9,4.18,MUSEO
1,19,4.15,COMUNE
2,11,4.5,CENTRO_VISITA
2,12,4.45,CENTRO_VISITA
2,13,4.57,MUSEO
2,4,4.45,AREA_FAUNISTICA
2,9,4.3,MUSEO
2,19,3.65,COMUNE
2,16,3.5,INFOPOINT
3,5,4.64,AREA_FAUNISTICA
3,10,4.1,INFOPOINT
3,7,3.89,CENTRO_VISITA
3,6,3.88,AREA_FAUNISTICA
3,9,3.86,MUSEO
3,12,3.7,CENTRO_VISITA
4,5,4.61,AREA_FAUNISTICA
4,4,4.37,AREA_FAUNISTICA
4,14,4.32,MUSEO
4,10,4.2,INFOPOINT
4,9,4.08,MUSEO
5,16,3.76,INFOPOINT
5,13,4.75,MUSEO
5,9,4.52,MUSEO
5,11,4.52,CENTRO_VISITA
6,2,4.6,CENTRO_VISITA
6,4,4.6,AREA_FAUNISTICA
6,5,4.13,AREA_FAUNISTICA
6,15,4.0,INFOPOINT
6,16,3.9,INFOPOINT
7,16,3.97,INFOPOINT
7,13,3.88,MUSEO
7,20,3.7,INFOPOINT
7,19,3.59,COMUNE
8,12,4.13,CENTRO_VISITA
8,7,4.04,CENTRO_VISITA
8,13,4.7,MUSEO
8,8,4.32,INFOPOINT
8,15,4.15,INFOPOINT
8,19,4.14,COMUNE
9,2,4.51,CENTRO_VISITA
9,3,4.42,CENTRO_VISITA
9,11,4.39,CENTRO_VISITA
9,18,4.24,INFOPOINT
9,8,4.19,INFOPOINT
9,15,4.16,INFOPOINT
9,12,4.1,CENTRO_VISITA
10,2,4.66,CENTRO_VISITA
10,1,4.58,AREA_FAUNISTICA
10,8,4.55,INFOPOINT
10,16,4.32,INFOPOINT
10,6,3.91,AREA_FAUNISTICA
11,17,4.3,INFOPOINT
11,10,4.23,INFOPOINT
11,18,3.95,INFOPOINT
11,2,4.69,CENTRO_VISITA
11,1,4.49,AREA_FAUNISTICA
11,7,4.0,CENTRO_VISITA
12,9,4.3,MUSEO
12,6,4.77,AREA_FAUNISTICA
12,11,4.5,CENTRO_VISITA
12,8,4.15,INFOPOINT
12,17,4.0,INFOPOINT
13,5,4.17,AREA_FAUNISTICA
13,7,4.7,CENTRO_VISITA
13,8,4.4,INFOPOINT
13,2,4.37,CENTRO_VISITA
13,15,4.1,INFOPOINT
13,19,3.85,COMUNE
14,7,4.18,CENTRO_VISITA
14,12,4.08,CENTRO_VISITA
14,13,4.3,MUSEO
14,19,4.26,COMUNE
14,18,3.91,INFOPOINT
15,19,3.99,COMUNE
15,8,4.76,INFOPOINT
15,1,4.62,AREA_FAUNISTICA
15,13,4.25,MUSEO
15,6,4.1,AREA_FAUNISTICA
16,15,4.8,INFOPOINT
16,2,4.55,CENTRO_VISITA
16,18,4.34,INFOPOINT
16,19,4.13,COMUNE
16,11,4.1,CENTRO_VISITA
16,7,3.92,CENTRO_VISITA
17,8,4.6,INFOPOINT
17,16,3.9,INFOPOINT
17,15,3.86,INFOPOINT
17,20,3.7,INFOPOINT
17,13,4.73,MUSEO
17,5,4.34,AREA_FAUNISTICA
17,4,4.15,AREA_FAUNISTICA
18,11,4.6,CENTRO_VISITA
18,16,4.4,INFOPOINT
18,3,4.3,CENTRO_VISITA
18,8,4.3,INFOPOINT
18,15,3.85,INFOPOINT
18,20,3.85,INFOPOINT
19,15,4.81,INFOPOINT
19,2,4.65,CENTRO_VISITA
19,18,4.23,INFOPOINT
19,19,4.1,COMUNE
19,11,4.09,CENTRO_VISITA
19,13,3.9,MUSEO
20,4,4.59,AREA_FAUNISTICA
20,8,4.41,INFOPOINT
20,15,4.32,INFOPOINT
